Acanthisitta_chloris	0
Xenicus_gilviventris	0
Sapayoa_aenigma	1
Pitta_schneideri	0
Pitta_brachyura	0
Pitta_anerythra	0
Pitta_elegans	0
Pitta_maxima	0
Pitta_megarhyncha	0
Pitta_superba	0
Pitta_iris	0
Pitta_steerii	0
Pitta_versicolor	0
Pitta_moluccensis	0
Pitta_sordida	0
Pitta_nympha	0
Pitta_angolensis	0
Pitta_reichenowi	0
Pitta_kochi	0
Pitta_erythrogaster	0
Pitta_arcuata	0
Pitta_granatina	0
Pitta_venusta	0
Pitta_cyanea	0
Pitta_guajana	0
Pitta_baudii	0
Pitta_elliotii	0
Pitta_gurneyi	0
Pitta_caerulea	0
Pitta_oatesi	0
Pitta_soror	0
Pitta_nipalensis	0
Pitta_phayrei	0
Pitta_ussheri	0
Calyptomena_hosii	1
Calyptomena_viridis	1
Calyptomena_whiteheadi	1
Smithornis_sharpei	0
Smithornis_rufolateralis	0
Smithornis_capensis	0
Pseudocalyptomena_graueri	0
Serilophus_lunatus	0
Cymbirhynchus_macrorhynchos	0
Eurylaimus_samarensis	0
Eurylaimus_ochromalus	0
Eurylaimus_javanicus	0
Eurylaimus_steerii	0
Psarisomus_dalhousiae	0
Corydon_sumatranus	0
Neodrepanis_coruscans	0
Neodrepanis_hypoxantha	0
Philepitta_castanea	1
Philepitta_schlegeli	1
Oxyruncus_cristatus	1
Tachuris_rubrigastra	0
Tolmomyias_flaviventris	0
Tolmomyias_traylori	0
Tolmomyias_assimilis	0
Tolmomyias_sulphurescens	0
Tolmomyias_poliocephalus	0
Rhynchocyclus_brevirostris	0
Rhynchocyclus_pacificus	0
Rhynchocyclus_olivaceus	0
Rhynchocyclus_fulvipectus	0
Poecilotriccus_russatus	0
Poecilotriccus_plumbeiceps	0
Poecilotriccus_calopterus	0
Poecilotriccus_fumifrons	0
Poecilotriccus_sylvia	0
Poecilotriccus_pulchellus	0
Poecilotriccus_luluae	0
Poecilotriccus_latirostris	0
Poecilotriccus_capitalis	0
Poecilotriccus_ruficeps	0
Poecilotriccus_albifacies	0
Todirostrum_poliocephalum	0
Todirostrum_pictum	0
Todirostrum_chrysocrotaphum	0
Todirostrum_viridanum	0
Todirostrum_nigriceps	0
Todirostrum_cinereum	0
Todirostrum_maculatum	0
Myiornis_albiventris	0
Myiornis_ecaudatus	0
Myiornis_atricapillus	0
Myiornis_auricularis	0
Hemitriccus_nidipendulus	0
Hemitriccus_minimus	0
Hemitriccus_kaempferi	0
Hemitriccus_rufigularis	0
Hemitriccus_margaritaceiventer	0
Hemitriccus_iohannis	0
Hemitriccus_striaticollis	0
Hemitriccus_flammulatus	0
Hemitriccus_granadensis	0
Hemitriccus_josephinae	0
Hemitriccus_cinnamomeipectus	0
Hemitriccus_diops	0
Hemitriccus_furcatus	0
Hemitriccus_orbitatus	0
Hemitriccus_griseipectus	0
Atalotriccus_pilaris	0
Lophotriccus_pileatus	0
Lophotriccus_galeatus	0
Lophotriccus_vitiosus	0
Lophotriccus_eulophotes	0
Oncostoma_cinereigulare	0
Oncostoma_olivaceum	0
Hemitriccus_obsoletus	0
Hemitriccus_mirandae	0
Hemitriccus_spodiops	0
Hemitriccus_minor	0
